text,labels
"@phil_lewis:
In honor of #AhmaudArbery, supporters are planning to run 2.23 miles on Friday, which would have been his birthday. His H.S. coach is asking people to use the hashtag #IRunWithMaud. #NAACP #ACLU #KPFA @AOC @RashidaTlaib #WBAI #BlackLivesMatter https://t.co/rNlFGHE1rV https://t.co/hpKQInHYYy",0
@bryanbehar @BereftBarrister We see you Georgia. And We MARCH 🥁#ATL #GA #Georgia #Biden2020 #TeamJoe #BlackLivesMatter https://t.co/QeUxEMgii3,1
"This is the only thing Stacy Abrams shot be talking about. Where is Joe Biden on #AhmaudArbery ?
 #BlackLivesMatter    #BlackTwitter https://t.co/OeCwCH7vCV",1
"@JessedHagopian And, organizers ask that you add your community to the 2020 #BLM at school map!! – Black Lives Matter At School https://t.co/JTl27bhsuI",0
Wisconsin: Five days until the spring election. Online absentee vote request deadline is 5pm today. Spread the word. #BlackLivesMatter #whatmatters2020 https://t.co/1Yz7ehIpMC,0
"Black Guy, ""Vote! vote, And, tell them I said to vote."" @AOC
@IlhanMN @SenSchumer @SpeakerPelosi @ewarren @CoryBooker @JulianCastro @BillyWarpinjur @MMFlint @lindawade4ok @marwilliamson #DNC #DCCC #FBRParty #ANobodyForBernie #BlackLivesMatter #BernieBeatsTrump https://t.co/2Y992B7Jfu",0
"If this is their mindsets, vote this chick out of office. #BlackLivesMatter https://t.co/lcPbTsfl18",0
@JoeBiden @SEIU1199NW https://t.co/IEtlC3p1zR #BlackLivesMatter #Iowa #Biden2020,0
Treat Central Park like Brownsville @NYGovCuomo  #PoliceBrutality #blacklivesmatter #Quarantine #coronavirus,0
@AndyBeshearKY Please intervene and bring justice for #BreonnaTaylor and her family.,0
"Our democracy is in grave danger #VoteBlueNoMatterWho2020 
4 DECENCY Dump Trump CULT COWARDLY GOP Senators #Farmers #Education #TeaParty #AARP #Veterans #MeToo #GenX #Millenials #marchforourlives #1u #MAGA #Independents #Indigenous #P2 #Latinx #BLM #LGBTQ https://t.co/eq5jM6Jfdt",0
#blacklivesmatter Check out this item in my Etsy shop https://t.co/v11nZIuXTb,0
"Every Democratic Candidates' 'Black Agenda,' Ranked https://t.co/kWdC6Dq9Lp via @@TheRoot
#BLM #BlackTwitter #WhiteSupremacy",0
"@DylanGn 👍❤️What we all need. Thanks Dylan ❤️
#JusticeForAll  
#EqualityForAll 
VOTE TODAY
#VoteBlueNoMatterWho",0
RT. WE (tax payers) paying $634K+ to subject our Black kids to racist practices?#Shame  #rejectrelay @trayonwhite @VinceGrayWard7 @charlesallen Make it stop @MayorBowser @ChmnMendelson #dcpsathome #dchope #dcstatehood #BlackLivesMatter What is RELAY: https://t.co/3q4ztFGngC https://t.co/CAZ4Quix83,0
"Thank you to @MsPackyetti for being such a powerful voice and for taking the time to speak with us on #StateOfWomenTV.

1. Watch our conversation: https://t.co/DVieeyasRZ

2. Go to https://t.co/5kNP8DU6Z6 to take action for #BreonnaTaylor.

@LMPD @LouisvilleMayor @GovAndyBeshear",0
"How's your breathing now shitdicks?
@NYPDShea #EricGarner https://t.co/vQbN5zSVhR",0
Five miles this morning #IrunwithMaud #BlackLivesMatter #AhmaudAubrey #IRunwithAhmaud #JusticeForAhmaud https://t.co/895dKqaHCG,0
@FaceTheNation @jo_avg @BernieSanders @JoeBiden Bernie sanders has been fighting for blacks human rights his entire life. And if history teach us well their is a track record of that. Let's talk about the facts. Because true is true. #NotMeUs #BlackLivesMatter #AllLivesMatter https://t.co/ERU5PznqgL,0
"What makes me sad about my black people is they just GAVE away their power through their vote for nothing. JoeBiden already said he aint really tryin' to change nothing🤷🏽‍♂️ 😕. smh.
#BernieSandersFightsForUs
#NotMeUs 
#KnowYourWorth 
#TheBlackVote
#BlackVoters
#BlackLivesMatter",0
"@NYGovCuomo there R disparities w/people of color w/ #COVIDー19 for the same reason that there are disparities w/virtually ALL medical hardships, laws, homes ownerships, jobs, and on and on, nice to bring it up, but that's a deep deep hole to delve into, we say #BLM for a reason",1
I just signed a petition to stand with Breonna Taylor. You should too: https://t.co/HZx96EP2v8 #breonnataylor #holdpoliceaccountable #stopkillingblackpeople,0
#BLM @RepRaulGrijalva @RepRubenGallego @SenatorSinema @SenMcSallyAZ  #Stoptheslaughter 🐎🙏💔 https://t.co/VRyckHhHJ1,0
No Free Clout T Shirt – Captivating Inspiration https://t.co/3nYck3ZcIp #blackexcellence #Africa #African #africanfashion #africanamerican #africanprint #africanbeauty #africanqueen #blacklivesmatter https://t.co/2tX98kO5vN,0
Call governor kemp at (404) 656-1776 #BlackLivesMatter https://t.co/zHjNqcHLxq,0
"@drmtesta @RoseAnnDeMoro @SenSanders Rule of law? Ask #BlackLivesMatter about the rule of law, or why no bankers were prosecuted after the collapse while many lost their houses , removing Trump will not bring the relief people need unless you replace it with someone who will defy both parties &amp; fight for them",0
"Yes. Thank you, Elizabeth Warren. For playing your part in attempting to destroying the progressive movement. #YellowVest #MeToo #BlackLivesMatter #LGBT #MashpeeWampanoag https://t.co/UfRTgQ4v4d",0
"@GOPChairwoman @realDonaldTrump An unarmed black man , AHMAUD ARBERY was MURDERED by not one but TWO WHITE MEN while JOGGING , We need laws that protect the BLACK community against hate crimes and unjust killings of OUR unarmed BLACK MEN RT &amp; TAG  @realDonaldTrump. @KeishaBottoms @BrianKempGA #BLACKLIVESMATTER",0
#blacklivesmatter #BernieOnTheBallot https://t.co/5zRffCPo0e,0
"Qualified judges like Justice Sotomayor matter.
#JusticeForAll and #RuleofLaw matter.
#VoteBlueNoMatterWho before #MoscowMitch #MoscowMitchMcConnell destroys our Justice System with his unqualified partisan hacks. https://t.co/7AWrZBXSzH",0
@eyesope76692867 @M_Loos @reallouiehuey @michellemalkin @realDonaldTrump #Constitutionalrightsmatter also when #blacklivesmatter.,0
"Sid Rubin is On The Shelf! #SayHerName is IN STOCK at @booksaremagicbk, only the coolest #bookshop in #Brooklyn  (Thanks JP for the #bookstagram)! #BrooklynBorn #SidRubinSiliconAlleyAdventures #shoplocal https://t.co/1SdKhgjrMl",0
".@EWarren gets it on race issues: ""We can no longer pretend everything is race-neutral. We must address race consciously."" #BlackLivesMatter #DemDebate #TeamWarren",0
"#BlackLivesMatter
#WhatMatters2020 #BlacktheVote https://t.co/FKrZynjoLU",0
@amyklobuchar we see your record &amp; we say #BlackLivesMatter  https://t.co/gPeNJwdLKA,0
An act of Patriotism is to denounce manifesto of LIES by fraudster con artist criminal #VOTEBLUE 4 DECENCY Dump Trump CULT Senators #Farmers #Teachers #TeaParty #AARP #Veterans #MeToo #GenX #Millenials #marchforourlives #1u #MAGA #Independents #Indigenous #P2 #Latinx #BLM #LGBTQ https://t.co/PyYk3vXb7N,0
"Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/0V3WANfs5s #findyourthing #
#RunWithMaud #JusticeForAhmaudArbery
#AhamaudArbery
#runwithahmaud
#IRunwithAhmaud #JusticeForAhmaudArbery
#JusticeForArbery 
#BlackLivesMatter",0
#JusticeForAhmaud #AhmaudAubrey #blm https://t.co/A3aek8t2nu sign the petition!! https://t.co/ZOZUO4NmLd,0
"The fix is totally in! The DNC wants Trump to win again!  

https://t.co/2EWShecIj4

#SayHerName #TulsiGabbard",0
"#Bernie2020 #NotMeUs #BlackLivesMatter

This shit in the USAS is a pathological disease. I thin our movement cansolve it.

https://t.co/6y8wQUF7gO",0
@SymoneDSanders #Biden2020 #DemPrimary #BlackLivesMatter #StopSilencingPOC https://t.co/gBazHPSSGq,0
"@Loupolice ""one person is dead, and one person was almost killed due to Mr. Walker's actions."" ~ If not for the negligence of your officers, #BreonnaTaylor would be alive &amp; your officer would not have been shot.  https://t.co/zGQU0jFQQf",1
@JoeBiden @rolandsmartin Why would I support u? #BlackLivesMatter,1
"Before we know it the #BLM will ban the names ""Paul"" and ""Trump"". #anti-gunners will punch anyone with those names. #MAGA",0
#Bernie2020 #BernieSanders #BernieSanders2020 #Bernie #BernieBeatsTrump #DemocraticSocialism #Progressive #Progressives #BlackLivesMatter #LGBTQ @Latinos4Bernie @BerniePride @LGBT4Bernie @LGBTforBernie @BlacksForBernie @LostDiva https://t.co/nU6m4AYbTP,0
"FAIR: 'We Are Going to Be Back to Where We Were After Reconstruction—Unless We Stop It' - https://t.co/WoZBx2cvKA  Called “bureaucratic violence,” we don’t see it, and so it doesn’t create the sense of urgency #VoterSuppression #VotingRights #BlackvotesMatter #BLM #Resist",0
"Saying #BlackLivesMatter is ok yet saying ""white lives matter"" isnt?
Where is the sense???

#AllLivesMatter https://t.co/0tP6u3lKK7",0
"#BlackLivesMatteratSchool

Teachers across the nation this week are exemplifying lessons in social &amp; racial justice, calling for structural reform in PK-12 schools and teaching lessons aligning with the guiding principles of #BlackLivesMatter. (1/3)

https://t.co/j5Tdc9B1Cg",0
Can someone please address this. Someone needs to go to the Whitehouse represent this matter. I will if I have too. #blm #AllLivesMatter #timeforaction #america #unity #peace #ForThePeople https://t.co/B2bqeBAOsG,0
#SCPrimary #SC2020 #SouthCarolina #SouthCarolinaPrimary #NeverBiden #BernieBeatsTrump #Bernie2020 #NotMeUs #BLM #BlackLivesMatter #Solidarity #RiseLikeLions #2020Vision #FightThePower #VoteBernie2020 #BernieSanders #SWaGodKing https://t.co/ptUJVjmVhv,0
😂😂😂 #BernieSanders #Sanders2020 #Bernie2020 #Reparations #BlackTwitter #BlackLivesMatter https://t.co/W1oEuxXoqg,0
"@AnnHaugenMichae @GovKemp Asian American Bishop Jack Lumanog in Atlanta– What do Ahmaud Arbery, Trayvon Martin and Jordan Davis have in common? #IRunWithMaud #BlackLivesMatter https://t.co/qKSt0eWS5Z",0
No to #DA #JackieLacey and yes to @GeorgeGascon. Justice Reform and police accountability NOW! #SuperTuesday #justicereform #justice #BlackLivesMatter #LosAngeles #LaCounty #LA https://t.co/mkqNedFILd,0
"Please watch ""13TH"" on Netflix! 
#BlackLivesMatter
#humanrightsmatter

https://t.co/VgUAcvuTYm",0
@PeteButtigieg Please don't do that. What have you done to aid #BlackLivesMatter in your city and state?,0
"@NPR #blacktwitter, PLEASE VOTE FOR YANG, THE ONLY PoC STILL MAKING IT TO DEBATES.. The candidate who worked with Obama and will help create a BLACK RENAISSANCE. https://t.co/GGsG44bVGT #BlackLivesMatter #AmericaNeedsYang @AndrewYang #Yang2020 #TrumpfearsYang",0
"Are “Americans” going to make the #McMichaels millionaires? #TrayvonMartin 
#AhmaudAubrey 
#MikeBrown 
#WalterScott 
#PhilandoCastile 
#TamirRice",2
@ewarren Thank you for reminding us to #SayHerName !!!,0
"@marwilliamson could #SayHerName and #LetTulsiDebate. Why not you, @BernieSanders #TulsiMediaBlackout is not OK with #WeThePeople! https://t.co/FZWqA0lW3v",0
"@TraderMom2 @JordanChariton @ewarren Heary Heary!

#Tulsi2020 #SayHerName #Tulsi #StandWithTulsi 

https://t.co/1EtL8fx5SI",0
@JoeBiden is not going to do anything to make Black lives and #POC lives better! Remember that! #blm #DemocraticPrimary #BernieSanders,0
"Here are the emails for copying &amp; pasting 

jcooke@louisvilleprosecutor.com
attorney.general@ag.ky.gov

#BreonnaTaylor",0
We won't forget our most vulnerable during the COVID-19 crisis. Sign BLM’s petition to demand lawmakers see us. https://t.co/ImlficBL0w #blacklivesmatter #WhatMatters2020,0
"Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/YPf99bjEKY #findyourthing #redbubble
#justiceforahmaud #AmeriKKKa   #BlackLivesMatter  #AhmaudArbery #JusticeForAhmaudArbery",0
Sign the petition. Educate yourself. Spread the word. #MikeBrown #Ferguson pic.twitter.com/btJJjRczaz,0
RT @GabbyElla13: President Obama made a statement about Robin Williams but not about #MikeBrown or #Ferguson I don't understand @BarackObama,1
"Hey, all y'all who are RT'ing @AntonioFrench... PLS consider making a donation to http://www.thenorthcampus.org as a thank you. #Ferguson",0
"“ @Iamwhoismoses: Wow, the #Ferguson police chief needs to resign in lieu of his wife comments pic.twitter.com/XTC24iQIoF”where dis bitch at?",0
Sign the petition. Educate yourself. Spread the word. #MikeBrown #Ferguson @rolandsmartinpic.twitter.com/NRpkEi8tDd,0
"Vote for politicians who want police lapel and dash cameras, not tanks and teargas. #ferguson",0
Wonder if this would have been #MikeBrown's first chance to #Vote in #Ferguson & will people there #Vote like he would have? #StandUp #Vote,0
"Sooooo angry today...too many ppl want to continue going through the motions. If you don't do anything else, sign the petition. #Ferguson",0
#MichaelBrown was due to start college this week. VOTE don't Riot! New #Ferguson city council AND a #BlueCongress your life is at stake.,0
"Call on the #Ferguson police chief, the mayor and the governor. Make them feel the fucking heat before you call out for President Obama.",0
You can sign too~> #Ferguson pic.twitter.com/AUu7Oyw7Xy,0
"“ @CarriWeatherwax: Stay safe tonight #Ferguson -and tomorrow make sure you AND your neighbors are registered to vote in November"" This x1000",0
Demographics scream in #Ferguson: VOTE VOTE VOTE,0
"Dear #Ferguson protesters, if you are upset with govt oppression, stop voting for more govt. pic.twitter.com/vFc9oD05L9",0
It doesn't matter where you live. Call your Congressperson non-stop until this ends: US Capitol Switchboard (202) 224-3121. #Ferguson,0
sign this petition please & thank you. #Ferguson https://www.change.org/petitions/president-barack-obama-please-enact-new-federal-laws-to-protect-citizens-from-police-violence-and-misconduct …,0
"For fucks sake: if 2/3 black #Ferguson wants a non-white mayor and city council, then VOTE for them. Jesus, that isn't the issue here!",0
frustrated bout #Ferguson? force @BarackObama 2 make statement: sign the @WhiteHouse petition https://petitions.whitehouse.gov/petition/issue-statement-killings-mike-brown-john-crawford-and-jeremy-lake-and-demand-congressional-action/6kbxSPJd …pic.twitter.com/q1uZHx9Ojc,0
@urbanreviewstl Join hr Restorative Justice Project those responsible want to help make things right in #ferguson. pic.twitter.com/n6pPykTOIq,0
"#Ferguson Where is your sainted leader @BarackObama ? Golfing instead of visiting #StLouis #Riots! Keep voting Dems,u keep getting poorer",0
Vote it is extremely important!! Remember Florida. 538 votes made a difference 'for Rs' pic.twitter.com/rVuapw5R7f #BlackTwitter #Ferguson #BET,0
"@BarackObama Mr. President please, please, please say something to the American people address all the #PoliceBrutality lately! #Ferguson",0
Dear President Obama wtf are you going to do sir? #Ferguson,0
I understand President Obama has a lot on his plate & he always will this what you signed up for. This issue in #Ferguson needs a statement!,0
"@BarackObama Mr. President, Sir, get involved. #Ferguson",0
1 Register to vote 2 Vote early and 3 help someone vote on election day! #GA123 is a program that asks voters to do those 3 things #Ferguson,0
@mecca72 @mettawordlife83 @BarackObama I need a statement from the president of our country. Its that serious. Plain and simple #ferguson,0
"Mr President, defend the 1st Amend -Press,Petition,Assembly. Send the Vice President w journalists & hear the people #Ferguson @barackobama",0
Sign the petition to protect citizens from police violence @ShaunKing #MikeBrown #Ferguson http://goo.gl/ihCjRN pic.twitter.com/iAFIFstmdT,0
@STLonAir @billraack Join hr Restorative Justice Project 2 ND the violence so every1 can help make things right N #Ferguson.,0
""" @goldietaylor: Tweeting fake Klan photos is so outrageously wrong. #Ferguson doesn't need it. Please stop."" Get the F out and register VOTE",0
"#Ferguson Voting is extremely important! Don't just protest, #voteblue2014 pic.twitter.com/rVuapw5R7f. Yes, NOT voting effect YOUR life. #BET",0
""" @Korn4: Y'all sign this petition yet? Takes seconds. #Justice4MikeBrown #MikeBrown https://www.change.org/petitions/president-barack-obama-please-enact-new-federal-laws-to-protect-citizens-from-police-violence-and-misconduct …"" #Ferguson #MikeBrown",0
@BagsFoSho Meanwhile be PROactive instead of REactive and join COPBLOCK http://www.copblock.org/ @truthforall14us #Ferguson,0
@luckylindy31 I hope all those protester in #Ferguson are getting registered to vote.,0
"I would love to hear the President give a speech in what's happening in #Ferguson, w all facts, no passive language,& genuine acknowledgment",0
Those who want a stmt from PBO about #MikeBrown. Are you registered to vote. Are you encouraging everyone to #register2vote. U2 #Ferguson,0
Sign the petition. Educate yourself. Spread the word. #MikeBrown #Ferguson http://instagram.com/p/rmxqZtFWkG/,0
"We want him to just speak out against it like he should, but that's not reality. Send a message. #Ferguson https://www.change.org/petitions/president-barack-obama-please-enact-new-federal-laws-to-protect-citizens-from-police-violence-and-misconduct …",0
"For those of you who are outraged by what is going on in #Ferguson, do your self a favor and join @NAACP @NatUrbanLeague",0
We always talking about voting and rights. Laws here for us to use... lets use them expeditiously. #Ferguson,0
"Probably a fair question: How on earth has President Obama released a statement on Robin Williams, but not #Ferguson? http://www.ibtimes.com/obama-mum-mike-brown-ferguson-riots-praises-robin-williams-critics-notice-1655716 …",0
Sign @ColorOfChange's petition: http://act.colorofchange.org/sign/mike_brown/ … #MikeBrown #JusticeForMike #Ferguson,0
Wonder if Tucson is gonna do any local petition for #Ferguson I'd be so on top of that.,0
"The town of #Ferguson is 67% black. With that much voting power, last night should not go unanswered. #register #VoteThemOut",0
Literally only takes a minute to sign this petition #Ferguson #JusticeForMikeBrown https://www.change.org/petitions/president-barack-obama-please-enact-new-federal-laws-to-protect-citizens-from-police-violence-and-misconduct?recruiter=138693620&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_twitter_mobile … @Change,0
Channel your anger and sign to #StopTheViolence! #PoliceBrutality #MikeBrown #Ferguson @MrWesleyDixon @ShaunKing https://www.change.org/petitions/president-barack-obama-please-enact-new-federal-laws-to-protect-citizens-from-police-violence-and-misconduct …,0
"And #MichaelBrown #Ferguson. Make Sure You #Vote. Mayors Choose Police Chiefs, Police Chiefs Choose Staff.",0
I encourage all of my followers to view this petition & sign it. It is in response to #Ferguson https://www.change.org/p/president-barack-obama-please-enact-new-federal-laws-to-protect-citizens-from-police-violence-and-misconduct/u/7833290?recruiter=63753522&utm_source=share_update&utm_medium=twitter&utm_campaign=twitter_link … via @Change,0
"Don't riot,vote.Get those damn ID's&take your grandmother with you.Cut the symbolics.Show don't http://tell.VOTE . #Ferguson",0
@babble_drabble Why isn't this petition already completed? OUR PRESIDENT NEEDS TO ADDRESS THIS. WE NEED TO ADDRESS THIS. #ferguson,0
Obama's hands seem politically tied until we give him a political platform to stand on. Push the petition #Ferguson https://www.change.org/petitions/president-barack-obama-please-enact-new-federal-laws-to-protect-citizens-from-police-violence-and-misconduct …,0
Someone better wake up President Obama. He needs to address the situation in #Ferguson. Now.,0
"I do think some acknowledgment by the president on certain issues, like what's happening in #Ferguson, is important.",0
Dear President @BarackObama you have said absolutely NOTHING about #Ferguson. You were on tv crying for Newtown within 30 mins.,0
#Ferguson YOU are not deprived. Stop the looting and support the Brown family and your community. Call you officials to the carpet. VOTE.,0
@BarackObama better speak on this stuff goin down in #Ferguson. This is the time a president needs to step in...and not talk about comedians,0
Petition To President Obama Enact New Fed Laws to Protect Citizens from Police Violence & Misconduct http://chn.ge/1rn0ig0 #Ferguson,0
Respect to robin Williams ALWAYS... But I would like to hear president Obama address what's going on in #Ferguson,0
"@stereowilliams Exactly.. THIS IS HAPPENING IN OUR COUNTRY! The President needs to address #Ferguson to raise awareness, not sweep under rug",0
""" @WeedWithNoSeeds: C'mon President Obama.. Where is the statement about the #Ferguson Police scandal?"" Word !",0
#Ferguson be the US model #Register2Vote Politicians keep track of registration rolls if you can't vote they don't hear you. #MikeBrown,0
"Another black person has been killed by law enforcement and @BarackObama is silent. ""Our"" black president is silent. #Ferguson needs help.",0
@AntonioFrench Majority of #Ferguson could change their representatives IF THEY GET INVOLVED AND VOTE! #FixingFerguson101 #Democracy,0
"Tweeple, pls call the #Ferguson po-pos at (314) 522-3100 & let them know *politely* that you're not happy w/them. @Nettaaaaaaaa",0
